0.5195,0.09226,0.05307,0,0,0,1,0
0.3377,0.07307,0.0307,0,0,0,1,0
0.1948,0.07282,0.01545,0,0,0,1,1
0.3766,0.08648,0.01871,0,0,0,1,0
0.1948,0.07281,0.04026,0,0,0,0,0
0.2208,0.0749,0.02826,0,0,0,1,0
0.1299,0.07686,0.04412,0,0,0,1,1
0.3117,0.07282,0.07727,0,0,1,1,0
0.5195,0.0739,0.01017,0,0,0,1,0
0.3247,0.07819,0.01118,0,0,0,1,0
0.2987,0.07525,0.04514,0,0,0,1,0
0.1429,0.07634,0.02786,0,0,0,1,0
0.4545,0.07286,0.1051,0,0,0,1,0
0.5195,0.07345,0.01444,0,0,0,1,0
0.5065,0.07427,0.03538,0,0,0,1,0
0.4286,0.07488,0.07178,0,0,0,1,0
0.3506,0.07292,0.01993,0,0,0,1,0
0.5065,0.07328,0.007727,0,0,0,1,0
0.5455,0.07335,0.04453,0,0,0,1,0
0.1948,0.0728,0.01098,0,0,0,1,0
0.1299,0.07937,0.05327,0,0,0,1,1
0.4935,0.07988,0.03335,0,0,0,1,0
0.1818,0.07301,0.03253,0,0,0,1,1
0.09091,0.07326,0.06954,0,0,0,1,0
0.2857,0.0728,0.0368,0,0,0,1,1
0.3377,0.06943,0.03497,0,0,0,1,0
0.2727,0.07512,0.06019,0,0,0,1,0
0.4416,0.07383,0.02582,0,0,0,1,1
0.3636,0.07057,0.05185,0.01613,0,0,1,0
0.2338,0.07521,0.07076,0,0,0,1,1
0.5065,0.08042,0.04575,0,0,0,0,1
0.4026,0.07624,0.04677,0,0,0,1,0
0.5455,0.07316,0.04229,0,0,0,1,1
0.5325,0.0728,0.04595,0,0,0,1,0
0.4286,0.1694,0.06832,0,0,0,1,0
0.5065,0.07338,0.04921,0,0,0,1,0
0.09091,0.07274,0.07422,0,0,0,1,0
0.4545,0.07278,0.3388,0,0,0,0,0
0.2338,0.0774,0.1173,0,0,0,1,0
0.2468,0.0728,0.02786,0,0,0,1,0
0.3377,0.09628,0.03253,0,0,0,1,0
0.4156,0.07325,0.0366,0.01613,0,0,1,0
0.5455,0.07375,0.004473,0,0,0,1,0
0.4675,0.07761,0.3034,0,0,0,1,0
0.5195,0.07367,0.1253,0,0,0,1,0
0.2338,0.07125,0.04921,0,0,0,1,0
0.5195,0.0695,0.07218,0,0,0,1,0
0.3377,0.0728,0.04575,0.01613,0,0,1,0
0.4805,0.0728,0.03253,0,0,0,0,0
0.1429,0.0728,0.07381,0,0,0,1,0
0.4675,0.08452,0.05409,0,0,0,1,0
0.3896,0.07059,0.05144,0,0,0,1,0
0.1818,0.0728,0.0364,0,0,0,1,0
